name;price;weight;manufacturer;barcode
Golding;45353.47;9879.84;Parker, Jordan and Harding;69900280
Red Statbam;90536.94;4964.6;Jackson and Sons;52257292
U- Is;86020.69;3356.35;Archer-Guerrero;94645415
Isair;31187.67;3780.8;Rodriguez Inc;14415289
Konkplus;52931.22;5952.54;Floyd, Ray and Rangel;09736900
Saltfind;29992.76;4030.58;Ramos, Evans and Humphrey;22709974
Fun Hotkix;45994.4;1625.22;Gibson-Perez;35067429
Med Sildex;86715.72;7788.63;Whitehead-Jackson;26673219
Hometouch;13574.77;408.06;Rivera Inc;13875213
San String;69778.1;3150.7;Dixon, Sanders and Hester;30659797
Stim-Lex;50466.4;259.72;Smith-Thomas;50578351
Ran Com;60226.56;5379.18;Hicks-Ferguson;52035142
Lottop;32095.92;8093.46;Dunn, Mosley and Lopez;07592010
Beta Toning;36957.76;3503.69;Smith, Smith and Gregory;16720961
Labstock;26016.08;4781.4;Henson Group;66970729
Flex Statla;6195.35;8033.07;Alvarado-May;25778113
Moveit;86745.16;122.39;Walsh-Herrera;74089826
Quo Dom;54750.45;3631.73;Miller PLC;31764230
Treelight;73701.08;5330.03;Hess, Burton and Kelly;44552985
New Phase;11661.14;6158.63;Harris and Sons;41331798
Betagohome;59270.66;3329.65;Patrick PLC;18147360
Topis;5632.64;7445.82;Jones Ltd;36530854
Inch Tanwarm;88561.24;144.32;Smith LLC;03584224
Sillex;53643.47;366.47;Mosley Ltd;07190001
Job Tofresh;87419.57;4112.35;Cox LLC;40404776
Hot Golax;5475.4;7228.39;Walker-Dunlap;17307260
K--Dax;45405.07;5387.78;Koch, Allen and Ortega;08661500
Physplus;9774.24;9156.46;Berry-Young;91213853
Inchtam;12592.09;942.86;King and Sons;81842735
Unawarm;25487.95;2708.78;Peterson PLC;65071670
Zaam-It;23452.02;1795.73;Nichols-Hernandez;63358384
Dan It;49377.17;4189.39;Wagner, Freeman and Wheeler;68233396
Zumfan;19708.89;7294.16;Miller Group;13989132
Freshtex;33010.42;9099.03;Jones, West and Gonzalez;13871161
Lightphase;57072.86;6473.99;Nicholson-Rojas;36128594
Bluestring;67164.0;9726.9;Edwards and Sons;04922353
Substock;22804.7;8702.56;Bennett, Cantrell and Kent;54275607
Zummaing;2852.86;8039.71;Williams-Armstrong;62916349
Stringstrong;2937.85;3630.56;Harris, Powell and Parker;42048084
Y- Plus;3838.82;3584.48;Cruz Inc;75442828
Zath-Stock;38281.43;6473.41;Peterson, Carpenter and Moran;62340625
Kinlab;47039.85;7626.22;Mann, Morgan and Miller;85686564
Mathfresh;39884.67;6226.01;Walker, Lopez and Newman;78772908
Hat-Fresh;34160.71;5577.87;Johnston-Williams;15149138
Kayfix;94807.77;5107.17;Patel-Woods;83235757
Templax;9511.89;2699.86;Porter Ltd;42734628
Alpha Sonit;3385.72;4690.37;Brown, Fletcher and Hernandez;71471181
Qvosantouch;57905.99;3647.61;King Ltd;80985136
Ecotex;23427.88;5284.82;Lutz, Davies and Armstrong;60981677
Goldentone;33252.29;4065.84;Martin Group;01088106
Betajoytax;64070.55;9584.27;Lee Ltd;70363654
Vollotex;85952.48;6341.52;Lynch-Gonzalez;35423003
Fix-Top;64835.78;2514.81;King-Bowen;56499353
Tamping;10090.65;9238.18;Bradford Ltd;48029308
Lot Zamflex;96424.35;1582.11;Payne, Meyers and Johns;82238803
Konkair;96058.68;9000.72;Johnson-Henson;98071531
Supercof;39369.31;3896.68;Martin and Sons;10355626
Softair;44780.4;9454.08;Morris, Malone and Thomas;30436664
Ventohold;62105.03;5819.61;Lee Inc;60477057
Yearlax;99967.49;8011.89;Chambers-Myers;87346558
Spanin;83809.93;6653.91;Phelps-Gibson;23758018
Itranflex;27159.64;3737.24;Frank Group;15063397
Move Fax;38242.26;5951.35;Burton, Anderson and Melendez;93933582
Quadfresh;52372.3;1221.01;Wood, Griffin and Drake;13412548
Hot Qvowarm;91344.69;2690.96;Parker, Green and Moran;38255182
Alphatip;19448.43;5468.05;Sanders-Moore;17326216
Zon-Eco;65612.01;4429.22;Meyer, Bennett and Cooper;47537163
Zonfresh;52146.08;964.06;Gray, Small and Aguirre;52535048
Triotone;45986.72;5791.44;Howard, Chung and Alexander;59892885
S- Ozela;17920.44;1755.9;Yang-Brooks;92628991
Geo-Tone;78894.94;3257.68;Henderson PLC;59348283
Stock Dom;61591.7;6005.52;Riggs-Martinez;13234003
Quadphase;80285.06;8170.39;Brennan-Dalton;68641924
Lexi Donjob;87244.82;6702.83;Cunningham-White;80433361
Hatcore;14689.23;3819.86;Young-Holland;20541095
U--Is;82086.34;3976.94;Brown LLC;86392440
Isdax;1236.1;1434.69;Schwartz LLC;33417110
Zathlex;11538.58;5404.23;Walker, Figueroa and Myers;51894740
Voyaotlax;11148.1;3943.86;Thompson Group;26562933
Icetop;19653.41;4779.32;Rodriguez-Smith;87641899
In-Zap;62343.46;140.99;Moreno, Torres and Barber;99548605
Sun Quotax;86705.43;5121.0;Smith LLC;43396412
Freehold;54471.41;2577.82;Wagner PLC;57334431
Tontex;8147.65;4773.88;Powell Inc;86394307
Tampplus;87330.92;7129.07;Duffy LLC;57790091
Bigdindox;95292.96;9095.86;Massey-Bowen;08817082
Spanis;95265.78;1814.63;Robertson Ltd;98295531
Flexlam;57957.2;3622.78;Herrera Ltd;96412466
